ham	Hey i will be late... i'm at amk. Need to drink tea or coffee
ham	&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...
ham	Am also doing in cbe only. But have to pay.
ham	Lol where do u come up with these ideas?
ham	Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham	Can not use foreign stamps in this country. Good lecture .
ham	Hey elaine, is today's meeting still on?
ham	How's ur paper?
spam	Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2
spam	U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham	Nothing spl..wat abt u and whr ru?
ham	Goodmorning, Today i am late for  &lt;#&gt; min.
ham	7 lor... Change 2 suntec... Wat time u coming?
ham	Den wat will e schedule b lk on sun?
ham	Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham	Ok no prob... I'll come after lunch then...
ham	Aight, sounds good. When do you want me to come down?
ham	Thursday night? Yeah, sure thing, we'll work it out then
ham	Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...
ham	What's your room number again? Wanna make sure I'm knocking on the right door
ham	Alright we're hooked up, where you guys at
ham	If e timing can, then i go w u lor...
ham	Company is very good.environment is terrific and food is really nice:)
ham	Hmm well, night night 
spam	WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
ham	All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!
ham	Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham	I thought slide is enough.
ham	Didn't try, g and I decided not to head out
ham	Can i get your opinion on something first?
ham	Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!
ham	When should I come over?
ham	Are you staying in town ?
ham	Pls go there today  &lt;#&gt; . I dont want any excuses
ham	There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham	I'm reaching home in 5 min.
ham	I am late. I will be there at
ham	Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry
ham	Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham	Superb Thought- Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.:-)
ham	Do you always celebrate NY's with your family ?
ham	We're on the opposite side from where we dropped you off
ham	Can you do online transaction?
ham	Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham	This phone has the weirdest auto correct.
ham	Lol you forgot it eh ? Yes, I'll bring it in babe
spam	This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate
ham	Sorry, I'll call later In meeting.
ham	Yes there were many sweets
ham	U need my presnts always bcz U cant mis love. jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....
spam	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham	Aight, we'll head out in a few
ham	Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham	Aight, text me tonight and we'll see what's up
spam	Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham	Hahaha..use your brain dear
ham	We r outside already.
ham	Looks like you found something to do other than smoke, great job!
spam	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
spam	it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham	So the sun is anti sleep medicine.
spam	Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham	Did you say bold, then torch later. Or one torch and 2bold?
ham	Ok.ok ok..then..whats ur todays plan
ham	U're welcome... Caught u using broken english again...
ham	hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around
ham	Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham	Stupid.its not possible
ham	Why is that, princess? I bet the brothas are all chasing you!
ham	Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
ham	Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho
ham	That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!
ham	You still around? Looking to pick up later
ham	You are right. Meanwhile how's project twins comin up
ham	Eatin my lunch...
ham	I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
ham	Just seeing your missed call my dear brother. Do have a gr8 day.
ham	Pandy joined 4w technologies today.he got job..
ham	U buy newspapers already?
ham	aathi..where are you dear..
ham	Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?
spam	Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply
ham	Later i guess. I needa do mcat study too.
ham	Oh k.i think most of wi and nz players unsold.
ham	Sorry sir, i will call you tomorrow.  senthil.hsbc
spam	You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
ham	Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham	Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary
ham	Ok cool. See ya then.
ham	Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham	Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL
ham	S....s...india going to draw the series after many years in south african soil..
ham	Jokin only lar... :-) depends on which phone my father can get lor...
ham	Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.
ham	So i asked how's anthony. Dad. And your bf
spam	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
ham	Wat ü doing now?
ham	I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham	I was gonna ask you lol but i think its at 7
ham	I'm already back home so no probably not
spam	SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham	K:)k.are you in college?
ham	I've sent ü my part..
ham	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham	Ü called dad oredi...
ham	NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham	Cool, I'll text you when I'm on the way
ham	Omg how did u know what I ate?
spam	BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham	Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...
ham	Aiyah u did ok already lar. E nydc at wheellock?
ham	Am slow in using biola's fne
ham	Wat time ü wan today?
ham	Only saturday and sunday holiday so its very difficult:)
spam	URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
ham	Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham	I am waiting for your call sir.
ham	Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham	Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham	Ard 530 lor. I ok then message ü lor.
ham	Sorry, I'll call later
ham	HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
ham	Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.
ham	Okie.. Thanx..
ham	In the end she might still vomit but its okay. Not everything will come out.
spam	Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....
ham	Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham	You getting back any time soon?
ham	'An Amazing Quote'' - Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....
spam	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
ham	yay! finally lol. i missed our cinema trip last week :-(
ham	:) 
spam	Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham	HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
ham	Just sent again. Do you scream and moan in bed, princess?
ham	All sounds good. Fingers . Makes it difficult to type
ham	K, if u bored up just come to my home..
ham	And of course you should make a stink!
ham	Dear :-/ why you mood off. I cant drive so i brother to drive
ham	Oops my phone died and I didn't even know. Yeah I like it better.
ham	i am seeking a lady in the street and a freak in the sheets. Is that you?
ham	So are you guys asking that i get that slippers again or its gone with last year
ham	ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
ham	Dear how you. Are you ok?
ham	Oh :-)only 4 outside players allowed to play know
ham	Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
ham	Ü dun wan to watch infernal affair?
ham	Reverse is cheating. That is not mathematics.
ham	Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham	Probably, want to pick up more?
spam	cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP
ham	Yup i'm free...
ham	Mm you ask him to come its enough :-)
ham	I sent lanre fakeye's Eckankar details to the mail box
ham	I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam	You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham	We are okay. Going to sleep now. Later
ham	Are you not around or just still asleep? :V
ham	I'm home, my love ... If your still awake ... *loving kiss*
ham	Just nw i came to hme da..
ham	Sorry, I'll call later
ham	Yes. Nigh you cant aha.
ham	Don't worry, * is easy once have ingredients!
ham	No. But we'll do medical missions to nigeria
ham	How i noe... Did ü specify da domain as nusstu... Ü still in sch...
ham	Wishing you and your family Merry X mas and HAPPY NEW Year in advance..
ham	I cant pick the phone right now. Pls send a message
ham	Me i'm not workin. Once i get job...
spam	TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham	The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe
ham	K...k:)why cant you come here and search job:)
ham	Thts god's gift for birds as humans hav some natural gift frm god..
ham	Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham	Are u coming to the funeral home
ham	I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...
ham	Yes princess! I want to please you every night. Your wish is my command...
ham	Where r e meeting tmr?
ham	Nationwide auto centre (or something like that) on Newport road. I liked them there
ham	Yes. I come to nyc for audiitions and am trying to relocate.
ham	I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham	Yes da. Any plm at ur office
ham	Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word
ham	Where do you need to go to get it?
ham	I'm going 2 orchard now laready me reaching soon. U reaching?
ham	That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham	It's ok lar. U sleep early too... Nite...
ham	Yup...
ham	I'm at work. Please call
ham	Probably earlier than that if the station's where I think it is
ham	whatever, im pretty pissed off.
ham	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham	Nan sonathaya soladha. Why boss?
spam	Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
ham	Very hurting n meaningful lines ever: I compromised everything for my love, But at d end my love compromised me for everything:-(.. Gud mornin:-)
spam	Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham	Not sure I have the stomach for it ...
ham	SYMPTOMS when U are in love: 1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your
ham	It means u could not keep ur words.
ham	K k :-):-) then watch some films.
ham	Anything lar...
spam	YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.
spam	Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service
ham	Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.
ham	Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
ham	Hmm ok, i'll stay for like an hour cos my eye is really sore!
ham	Happy or sad , one thing about past is- Its no more GOOD MORNING :-):-).
ham	You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham	Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham	O shore are you takin the bus
ham	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham	Did u got that persons story
spam	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham	A cute thought for friendship: Its not necessary to share every secret with ur close Frnd, but watever u shared should be true....
ham	You are gorgeous! keep those pix cumming :) thank you!
ham	Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
ham	K I'll head out in a few mins, see you there
spam	Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
ham	As usual..iam fine, happy &amp; doing well..:)
ham	Carlos took a while (again), we leave in a minute
ham	Dizzamn, aight I'll ask my suitemates when I get back
spam	Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 
ham	I wait 4 ü inside da car park...
ham	Have you bookedthe hut? And also your time off? How are you by the way?
spam	Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
ham	I am taking you for italian food. How about a pretty dress with no panties? :)
ham	Mah b, I'll pick it up tomorrow
ham	I dont. Can you send it to me. Plus how's mode.
ham	Even i cant close my eyes you are in me our vava playing umma :-D
ham	How long before you get reply, just defer admission til next semester
ham	Will you be here for food
ham	Host-based IDPS for linux systems.
spam	<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham	Dont let studying stress you out. L8r.
ham	I donno if they are scorable
ham	Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham	The new deus ex game comin early next yr
ham	Wow v v impressed. Have funs shopping!
ham	Now get step 2 outta the way. Congrats again.
ham	Dude got a haircut. Now its breezy up there
ham	True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham	Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham	R u in this continent?
ham	How do you plan to manage that
ham	Just now saw your message.it k da:)
ham	Dear where you will be when i reach there
ham	Ok then no need to tell me anything i am going to sleep good night
ham	I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.
ham	MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham	Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham	You still coming tonight?
ham	Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham	Detroit. The home of snow. Enjoy it.
spam	Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
ham	Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham	Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham	I will send them to your email. Do you mind  &lt;#&gt;  times per night?
ham	I will reach ur home in  &lt;#&gt;  minutes
ham	Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham	Try to do something dear. You read something for exams
ham	The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham	I'm done. C ü there.
ham	(That said can you text him one more time?)
ham	Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham	Jay's getting really impatient and belligerent
